Age,Workclass,Education,Marital Status,Occupation,Race,Sex,Hours/Week,Native Country,Yearly Income
46,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,70,Canada,>50K
46,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,Germany,>50K
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
44,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
75,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Black,Male,20,United-States,>50K
56,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,>50K
48,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
61,Private,Bachelors,Divorced,Adm-clerical,White,Male,40,United-States,>50K
58,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
46,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
35,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
41,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,48,United-States,>50K
33,State-gov,Some-college,Separated,Prof-specialty,White,Male,40,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
49,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
74,Private,HS-grad,Widowed,Adm-clerical,White,Female,40,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,35,United-States,>50K
34,Private,Bachelors,Never-married,Sales,White,Male,40,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Sales,White,Male,25,United-States,>50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,30,United-States,>50K
42,Federal-gov,Masters,Never-married,Exec-managerial,White,Female,60,United-States,>50K
55,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
62,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
52,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
34,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
38,Private,10th,Never-married,Prof-specialty,White,Male,90,United-States,>50K
43,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
54,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
53,Self-emp-inc,5th-6th,Married-civ-spouse,Sales,White,Male,40,Mexico,>50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,75,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
37,Self-emp-not-inc,Bachelors,Never-married,Protective-serv,White,Male,55,United-States,>50K
29,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
51,Self-emp-not-inc,Masters,Divorced,Exec-managerial,White,Male,50,United-States,>50K
49,Self-emp-inc,Masters,Divorced,Prof-specialty,White,Male,80,Mexico,>50K
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
25,Private,Assoc-voc,Never-married,Sales,White,Male,40,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
26,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,White,Male,45,United-States,>50K
48,Private,Some-college,Widowed,Sales,White,Male,50,United-States,>50K
28,State-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
34,Private,10th,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
55,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,30,United-States,>50K
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,52,United-States,>50K
61,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
33,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,Germany,>50K
23,Private,Some-college,Separated,Other-service,White,Male,40,United-States,>50K
77,Self-emp-not-inc,7th-8th,Married-spouse-absent,Adm-clerical,White,Male,20,Italy,>50K
45,Self-emp-inc,Masters,Divorced,Sales,White,Female,42,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
48,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,Italy,>50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
45,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
56,Self-emp-inc,Masters,Divorced,Exec-managerial,White,Male,60,United-States,>50K
72,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,25,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Federal-gov,Doctorate,Never-married,Prof-specialty,White,Female,50,United-States,>50K
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
52,State-gov,Masters,Never-married,Adm-clerical,White,Male,70,United-States,>50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,32,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
35,Private,Some-college,Married-civ-spouse,Craft-repair,Black,Male,50,Jamaica,>50K
47,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,40,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
51,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
31,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,35,United-States,>50K
39,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,35,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,25,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,60,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
35,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
48,Private,Bachelors,Divorced,Sales,White,Male,40,United-States,>50K
61,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
58,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,20,United-States,>50K
31,Private,Prof-school,Divorced,Prof-specialty,White,Male,50,United-States,>50K
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
75,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,White,Male,48,United-States,>50K
54,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,50,Philippines,>50K
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
44,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,46,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,Germany,>50K
33,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
42,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
47,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
49,Private,Some-college,Married-civ-spouse,Sales,White,Female,40,United-States,>50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,52,United-States,>50K
55,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
47,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,50,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
28,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Sales,White,Female,42,United-States,>50K
24,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,72,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
30,Private,Bachelors,Never-married,Tech-support,White,Female,40,United-States,>50K
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
49,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
39,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
65,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
45,Private,Prof-school,Never-married,Prof-specialty,White,Male,40,United-States,>50K
56,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
46,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,England,>50K
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
47,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Black,Male,40,United-States,>50K
32,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Craft-repair,Black,Male,52,United-States,>50K
54,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
55,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,38,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Female,40,United-States,>50K
63,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,36,United-States,>50K
57,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Black,Female,40,United-States,>50K
31,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
58,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
29,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,36,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,60,Canada,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
61,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Black,Male,60,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
51,Private,Bachelors,Never-married,Sales,White,Female,43,United-States,>50K
41,Private,Doctorate,Divorced,Sales,White,Female,50,United-States,>50K
59,Self-emp-inc,10th,Widowed,Exec-managerial,White,Female,50,United-States,>50K
30,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
46,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,50,United-States,>50K
56,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
56,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
56,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,44,United-States,>50K
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
31,Private,Bachelors,Never-married,Sales,White,Female,65,United-States,>50K
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
55,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
45,Private,Masters,Divorced,Exec-managerial,White,Female,40,United-States,>50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,65,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,40,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
34,Local-gov,Some-college,Never-married,Protective-serv,White,Male,50,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
47,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
58,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,45,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
34,Private,Assoc-voc,Married-civ-spouse,Other-service,White,Male,40,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
42,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
52,Private,Masters,Divorced,Prof-specialty,White,Male,50,United-States,>50K
36,Private,HS-grad,Never-married,Sales,White,Male,60,United-States,>50K
39,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Female,60,United-States,>50K
38,Private,Some-college,Separated,Machine-op-inspct,White,Male,55,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
48,Private,HS-grad,Divorced,Adm-clerical,White,Female,37,United-States,>50K
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,32,China,>50K
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,38,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
39,State-gov,Bachelors,Divorced,Protective-serv,White,Male,40,Mexico,>50K
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Sales,White,Female,40,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Protective-serv,Black,Male,40,United-States,>50K
42,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,72,India,>50K
36,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
35,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
41,Private,Some-college,Divorced,Craft-repair,White,Male,46,United-States,>50K
33,Private,Prof-school,Never-married,Prof-specialty,White,Female,50,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
49,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Black,Male,40,United-States,>50K
42,State-gov,Doctorate,Never-married,Exec-managerial,White,Female,40,Italy,>50K
54,State-gov,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,India,>50K
47,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,40,Yugoslavia,>50K
39,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,55,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
31,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
59,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
67,Self-emp-inc,Masters,Married-civ-spouse,Sales,White,Male,48,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Sales,White,Female,40,United-States,>50K
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,70,United-States,>50K
34,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
52,Private,10th,Married-civ-spouse,Transport-moving,White,Male,30,United-States,>50K
46,Local-gov,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,>50K
37,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,>50K
42,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
37,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,White,Male,55,United-States,>50K
42,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
49,Federal-gov,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
41,Private,Some-college,Divorced,Other-service,White,Female,36,United-States,>50K
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,57,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,>50K
25,Private,Bachelors,Never-married,Farming-fishing,White,Male,50,United-States,>50K
48,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
59,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
24,Self-emp-inc,HS-grad,Never-married,Other-service,Black,Male,50,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
55,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,44,United-States,>50K
47,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Other-service,White,Male,40,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,45,United-States,>50K
36,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,White,Male,40,Mexico,>50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,20,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
54,Local-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
27,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,45,United-States,>50K
54,Private,Some-college,Never-married,Exec-managerial,White,Male,40,United-States,>50K
38,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,48,United-States,>50K
41,Private,12th,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
43,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,45,United-States,>50K
53,Private,HS-grad,Divorced,Transport-moving,White,Male,40,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
47,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
74,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,70,United-States,>50K
51,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
33,Private,Doctorate,Divorced,Sales,White,Male,60,United-States,>50K
64,Private,HS-grad,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,60,Philippines,>50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
41,Local-gov,Masters,Divorced,Prof-specialty,White,Female,36,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,20,United-States,>50K
44,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
38,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Sales,White,Male,52,United-States,>50K
51,Private,Bachelors,Divorced,Exec-managerial,White,Male,50,United-States,>50K
63,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
38,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Female,50,Canada,>50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,44,United-States,>50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
46,Local-gov,12th,Married-civ-spouse,Other-service,White,Male,35,United-States,>50K
44,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
43,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,70,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
31,Self-emp-inc,Some-college,Never-married,Exec-managerial,White,Male,65,United-States,>50K
65,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,10,United-States,>50K
60,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,44,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
44,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
57,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Black,Male,60,United-States,>50K
47,Private,Masters,Divorced,Prof-specialty,White,Male,40,United-States,>50K
27,Private,Bachelors,Separated,Prof-specialty,Asian-Pac-Islander,Male,40,Philippines,>50K
46,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,44,United-States,>50K
31,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,97,United-States,>50K
37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
30,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,52,United-States,>50K
34,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
51,Private,Some-college,Divorced,Exec-managerial,White,Female,50,United-States,>50K
40,Private,Some-college,Separated,Craft-repair,White,Male,47,United-States,>50K
58,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,United-States,>50K
29,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
57,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
37,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,>50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Male,55,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
43,Private,Prof-school,Separated,Tech-support,White,Male,50,Columbia,>50K
42,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,40,United-States,>50K
19,Private,7th-8th,Never-married,Other-service,White,Male,60,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,56,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,60,United-States,>50K
39,Private,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
